CardHoldersName,Card_Number,Expiry_Date,ShipToAddress,ShipToAddress1,ShipToCity,ShipToCountry,ShipToCustomerNumber,ShipToEmail,ShipToName,ShipToPhone,ShipToState,ShipToZip,RandZip,CardHoldersName_1,OrderDollarAmount,NumItems,AvgLineItemPrice,ZipDistance,BillingShippingZipEqual,reported_as_fraud
Grant Mullins,4716806913365471,920,,78643 South Albania Ln.,Jersey City,USA,387868,Kuame@feugiat.gov,Grant *Mullins,605-417-9867,PA,41220,41220,Grant Mullins,3633.8,3,1140,,1,0.00
Ferris Stone,5277836827827181,319,,6874 South Central African Republic Ct.,Bradbury,USA,61799,Scarlet@aliquam.edu,Ferris *Stone,930-441-9068,AK,94224,94224,Ferris Stone,2805,5,528,,1,0.00
Kay Key,5391717579787164,222,,68744 East Boulder Junction Ct.,Santa Barbara,USA,61802,Merritt@montes.org,Kay *Key,937-900-7809,MD,80371,80371,Kay Key,2353.4,4,553.8,,1,0.00
Charde Horton,4952202821392851,1120,,55889 North Micronesia St.,Menomonee Falls,USA,793527,Dane@Maecenas.edu,Lee *Moran,742-739-6295,MS,42923,10288,Charde Horton,1120.9,2,527.5,,0,0.00
Elliott Clemons,4929968896125778,821,,18129 South Madagascar Ct.,Melrose,USA,570757,Dennis@Suspendisse.org,Elliott *Clemons,706-482-0424,CA,25765,25765,Elliott Clemons,1944.4,2,915,,1,0.00
Dante Taylor,4556362241263692,621,,95408  Gambia Blvd.,Pullman,USA,351483,David@molestie.org,Dante *Taylor,450-967-1715,DE,69241,69241,Dante Taylor,1403.6,3,440.3,,1,0.00
Damian Hoover,4748569671904491,620,,85478  Reunion St.,Rock Springs,USA,795657,Wanda@elementum.gov,Adrienne *Sharpe,566-275-7923,MN,75286,6142,Damian Hoover,456.9,2,215,1455.7,0,0.00
Xenos Glenn,4034731830000388,1118,,42639 West Afghanistan St.,Minot,USA,703143,Amber@mus.org,Norman *Blair,799-106-1880,MA,52847,52760,Xenos Glenn,1743.6,4,410.2,,0,0.00
John Downs,6011840524486498,619,,84981 West Cape Verde Ct.,Columbia,USA,985482,Noble@eleifend.us,John *Downs,963-633-2713,DE,2797,2797,John Downs,3534.9,3,1109,,1,0.00
Sybil Mcleod,5470125538857025,918,,1608 West Zambia Ave.,Newburyport,USA,61850,Desiree@Quisque.com,Sybil *Mcleod,502-710-7923,VT,63987,63987,Sybil Mcleod,4037.5,3,1266.7,,1,0.00
Christine Long,4916856800537300,1119,,21206 West Somalia Way,Lakewood,USA,746391,Allen@primis.com,Christine *Long,716-173-9739,TN,42801,42801,Christine Long,695.9,4,163.8,,1,0.00
Denton Tate,5282713821110869,922,,35966 East French Southern Territories Ln.,Dana Point,USA,322662,Peter@tempor.edu,Tamara *Duke,370-888-0021,NE,82715,63241,Denton Tate,,0,,,0,0.00
Sacha Mcfadden,4485666492283357,123,,16532 West Hannibal Ln.,Fall River,USA,752083,Xander@mattis.net,Sacha *Mcfadden,160-313-5789,NJ,52501,52501,Sacha Mcfadden,2592.6,7,346.1,0,1,0.00
Veronica Crane,5432079362215510,1122,,56357 East Benin Way,Enfield,USA,106221,Dean@taciti.com,Xavier *Bernard,322-053-5503,NY,9738,4324,Veronica Crane,,0,,,0,0.00
Melinda Jarvis,5424584715553525,1221,,30348 West Andorra Ln.,Tyler,USA,106257,Jaden@interdum.us,Vivian *Copeland,979-224-8577,AZ,26736,1140,Melinda Jarvis,3803.8,3,1193.3,,0,0.00
Mary Heath,4539755588216359,822,,33300 East Zimbabwe Ln.,Port St. Lucie,USA,353838,Keefe@convallis.com,Mary *Heath,460-367-2651,MI,10527,10527,Mary Heath,1943.5,3,603.3,0,1,0.00
Malachi Walters,4532455412673878,221,,25195 West Fiji Ave.,Downey,USA,441014,Barrett@sollicitudin.gov,Malachi *Walters,082-134-1665,ME,38288,38288,Malachi Walters,1944.4,2,915,,1,0.00
Lance Knight,4532551271706856,619,,10224 East Burundi Blvd.,New Orleans,USA,575261,Rogan@Phasellus.org,Boris *Dillard,632-659-9242,CT,39332,79753,Lance Knight,139.1,2,65,,0,0.00
Chase Padilla,4539743205835991,1220,,65702 South Andorra Ct.,Rockville,USA,597430,Kermit@feugiat.com,Olympia *Mcclain,692-408-5392,SC,41344,97406,Chase Padilla,318.8,2,150,2146.5,0,0.00
Jeremy Crawford,4556932892295241,1119,,71565 West Ukraine Ct.,Nogales,USA,713261,William@Vivamus.org,Jeremy *Crawford,928-803-9072,KS,55212,55212,Jeremy Crawford,755.4,3,237,,1,0.00
Reuben Alston,370346637231860,222,,72603 West Australia St.,Scranton,USA,834637,Malcolm@sapien.us,Lacy *Levine,845-670-1566,CT,46995,49380,Reuben Alston,561.8,4,131.2,,0,0.00
Caleb Robinson,4556107064065223,520,,17840 East Zimbabwe Ln.,Santa Cruz,USA,766523,Armand@tempor.gov,Wayne *Torres,720-235-9510,CA,42879,22559,Caleb Robinson,302.8,3,95,,0,0.00
Kimberley Moss,5289285208903763,518,,99714  Falkland Islands (Malvinas) Ave.,Seattle,USA,153589,Kalia@vulputate.org,Benedict *Kinney,093-692-1863,NM,70676,95088,Kimberley Moss,1147.5,2,540,,0,1.00
Adrian Delacruz,349936761392351,621,,38760  Singapore Ave.,Mason City,USA,863253,Colorado@Proin.org,Adrian *Delacruz,507-885-7835,SD,76872,76872,Adrian Delacruz,5243,3,1633.3,0,1,1.00
Daria Cobb,5159164672556000,923,,53751 South Niger Ave.,Hazleton,USA,91747,Inez@suscipit.com,Daria *Cobb,329-600-9132,OR,64745,64745,Daria Cobb,3421.9,3,1084,0,1,1.00
Alyssa Chaney,4485816587555736,922,,46968 West British Indian Ocean Territory Ln.,Hollister,USA,481043,Giacomo@hymenaeos.net,Kasimir *Burns,724-307-0726,TX,87811,32610,Alyssa Chaney,92.4,2,43.5,,0,0.00
Shafira Mcpherson,4485024837066592,818,,31663 North Dana Point Way,Eureka,USA,639012,Quemby@nibh.org,Regan *Spears,014-200-8973,LA,60781,98497,Shafira Mcpherson,238,3,74.7,,0,0.00
Whoopi Massey,371752814093545,219,,47520 West Vanuatu Ct.,Costa Mesa,USA,817923,Dale@Aenean.edu,Kaseem *Best,162-151-7770,OR,48833,63516,Whoopi Massey,381.6,2,180,,0,1.00
Hashim Hamilton,4237666967084364,1018,,51576  Baton Rouge St.,Woodward,USA,364886,Shafira@vehicula.edu,Hashim *Hamilton,897-540-2075,NE,48302,48302,Hashim Hamilton,1992.8,2,940,0,1,0.00
Holmes Middleton,4716345102100654,123,,6150 East Dothan Way,Torrington,USA,390531,Dean@Quisque.edu,Holmes *Middleton,540-477-2491,MD,61536,61536,Holmes Middleton,1405.9,3,439,0,1,0.00
Dara Pittman,340119226998398,1121,,11634  Mauritius St.,Caguas,USA,929461,Rhiannon@accumsan.com,Cassidy *Moore,339-823-7278,DE,43940,53466,Dara Pittman,654.2,2,305,,0,1.00
Cadman Wilkinson,4716847807197315,823,,11879 West Lubbock Way,Boulder Junction,USA,490390,Brenden@at.us,Cadman *Wilkinson,291-218-3005,SD,74707,74707,Cadman Wilkinson,2076.1,2,977,,1,1.00
Damon Gamble,5184328715824027,719,,13712 North Bay City Ave.,Providence,USA,106447,Hamish@interdum.us,Jemima *Pope,689-422-1970,OK,7140,33076,Damon Gamble,207.2,2,97.5,,0,1.00
Macy Rose,370147500199527,618,,47182 South Nepal Way,Utica,USA,807407,Richard@Suspendisse.edu,Kaseem *Rivers,220-340-8002,WI,69841,22395,Macy Rose,5787.4,7,778.1,,0,0.00
Lydia Collier,4916719101553972,1122,,81553 South Bethlehem Blvd.,Oklahoma City,USA,516505,Moana@suscipit.gov,Lydia *Collier,760-432-1856,AZ,77968,77968,Lydia Collier,3992.4,3,1246.7,0,1,0.00
Amir Bowman,370989684009612,1121,,95886 West Sweden St.,Hampton,USA,930151,Stewart@purus.edu,Amir *Bowman,572-822-9266,GA,19335,19335,Amir Bowman,6187.2,7,833.9,0,1,0.00
Shelby Cohen,4929375442025686,1019,,20462 North Christmas Island Way,Mission Viejo,USA,554237,Tucker@justo.org,Shelby *Cohen,134-824-9743,GA,11001,11001,Shelby Cohen,2154,4,495.8,0,1,0.00
Ursula Jimenez,5193129326936245,1118,,21704 West Fort Smith Ct.,Oakland,USA,130706,Jaquelyn@dignissim.edu,Ursula *Jimenez,170-070-1706,NC,1676,1676,Ursula Jimenez,3245.9,2,1527.5,,1,1.00
Hyacinth Alvarez,4716922817006317,221,,'45495 North Tanzania, United Republic of Ave.',Villa Park,USA,403838,Alexis@Cum.gov,Hyacinth *Alvarez,658-195-0839,WV,68201,68201,Hyacinth Alvarez,3601.9,2,1695,,1,0.00
Dorian Forbes,5280439025381419,520,,10043 North Derby Blvd.,Wynne,USA,177285,Odysseus@Cras.edu,Luke *Manning,978-209-6748,GA,88150,85941,Dorian Forbes,1360,2,640,,0,0.00
Brenda Gay,5161041054006661,220,,67249  Morocco Ln.,Waco,USA,106590,Cally@ornare.org,Maggie *Stout,480-801-9101,MI,32013,97056,Brenda Gay,308.1,2,145,2379.8,0,0.00
Laura Curtis,5515548067741194,420,,84744  Latvia Ave.,Clovis,USA,106604,Tate@lorem.edu,Joel *Gardner,263-661-6644,WY,37185,6155,Laura Curtis,882.4,3,268,901.4,0,1.00
Keelie Harvey,6011018323336988,321,,65908 East Mount Pleasant Ave.,West Haven,USA,959273,Shelly@nascetur.edu,Keelie *Harvey,792-779-2206,TX,43203,43203,Keelie Harvey,1967.2,2,915,0,1,0.00
Lars Jackson,6011903670389237,723,,98455 North Colombia St.,Murray,USA,983803,Lucius@sociis.gov,Fitzgerald *Pena,357-477-6235,OR,6704,6345,Lars Jackson,,0,,,0,1.00
Kevyn Emerson,349878837428860,619,,5933 East Saudi Arabia St.,Seaford,USA,885617,Nicole@suscipit.us,Kevyn *Emerson,097-726-9188,PA,65139,65139,Kevyn Emerson,3894.1,3,1221.7,,1,0.00
Whoopi Fletcher,5382927409940112,818,,28111 East Grenada Ave.,Eureka,USA,331655,Sybil@lacinia.com,Whoopi *Fletcher,113-980-3521,SD,88850,88850,Whoopi Fletcher,1859.4,2,875,,1,0.00
Ulric Morse,4916368491411316,219,,66588 North Biloxi Way,Durham,USA,560990,Desirae@Aenean.com,Ulric *Morse,146-598-9085,NY,1528,1528,Ulric Morse,2001.8,4,471,,1,0.00
Adrian Craig,4532271378842864,322,,67093 North China Blvd.,New Rochelle,USA,764551,Merritt@tempor.gov,Abra *Dudley,826-515-6003,NM,6215,96705,Adrian Craig,7070.9,6,1109.2,,0,0.00
Charles Pace,4716797904154638,920,,58905 East Papua New Guinea Ave.,Newport News,USA,784834,Cade@luctus.com,Charles *Pace,028-526-6145,IL,43531,43531,Charles Pace,3604.7,2,1680.5,0,1,0.00
Hermione Jackson,5426991937105323,522,,48586 North South Africa Ln.,Pass Christian,USA,106845,Addison@mus.edu,Jasper *Hess,467-804-4292,MT,89259,78779,Hermione Jackson,179.6,2,84.5,,0,0.00
Kaseem Calhoun,5148233595298265,318,,25775 East Iceland Blvd.,Eau Claire,USA,260935,Wayne@iaculis.com,Kaseem *Calhoun,466-009-9342,LA,85327,85327,Kaseem Calhoun,890.8,3,271.7,0,1,0.00
Upton Nunez,343567680417692,422,,6527 North French Polynesia Ave.,Hermosa Beach,USA,820230,Colin@cursus.net,Adara *Galloway,570-967-0483,MT,21869,38470,Upton Nunez,269.2,2,127,,0,0.00
Marshall Oliver,4929455909362853,1122,,99927 North Ansonia Way,Redlands,USA,476855,Jena@ad.gov,Castor *Everett,953-276-2206,SD,3411,18649,Marshall Oliver,329.4,2,155,,0,0.00
Boris Hicks,4556606470502943,818,,32017  Bhutan Ln.,Green Bay,USA,523612,Isabella@urna.com,Boris *Hicks,461-601-9412,NV,52216,52216,Boris Hicks,1476.6,2,690,0,1,0.00
Kasper Hatfield,5417623247746725,821,,52826 West Saint Vincent and The Grenadines St.,Dunkirk,USA,107004,Sylvia@Integer.gov,Driscoll *Reed,366-497-0908,ID,65684,25963,Kasper Hatfield,1089.1,4,256.2,,0,0.00
Zelenia Bates,4532896812559128,820,,61966  Anaheim Ave.,Sturgis,USA,385702,Hayes@ultrices.org,Zelenia *Bates,871-838-1288,NY,16644,16644,Zelenia Bates,4120.2,3,1295.7,0,1,0.00
Alfreda Bray,6011106237787535,1022,,40748 South British Indian Ocean Territory Blvd.,Hastings,USA,983874,Abraham@ut.us,Alfreda *Bray,358-986-4241,ID,61851,61851,Alfreda Bray,756.8,4,176,0,1,0.00
Dexter Greene,4556196411930239,922,,19314 East Inglewood St.,Dodge City,USA,793181,Imani@Fusce.us,Dexter *Greene,430-439-1730,NC,48786,48786,Dexter Greene,1503.4,3,471.7,,1,0.00
Tamara Scott,4929878798430517,419,,81066 North Lawndale Ln.,Farrell,USA,700030,Alexander@venenatis.net,Joel *Mcmahon,735-530-1079,NH,78110,84519,Tamara Scott,58.4,2,27.5,,0,1.00
Mira Leon,377612864420960,219,,50815  Cocos (Keeling) Islands Ave.,Medford,USA,894088,Driscoll@Quisque.org,Abigail *Dotson,012-149-8207,CT,92297,18797,Mira Leon,3697.5,2,1740,,0,0.00
Tamekah Peters,5359865580605378,519,,30734 West France Ct.,Littleton,USA,256466,Rina@mi.gov,Tamekah *Peters,343-028-5935,ND,22248,22248,Tamekah Peters,3709.2,3,1163.7,,1,0.00
Andrew Holmes,4532976118179266,819,,83588  Panama Ct.,Rialto,USA,448373,William@adipiscing.net,Andrew *Holmes,638-786-7102,KY,7139,7139,Andrew Holmes,3235.3,2,1522.5,,1,0.00
Vanna Schneider,5176404877420571,521,,2376 East Cameroon Blvd.,Clarksville,USA,107265,Martina@porta.edu,Clio *Chambers,705-326-6860,ID,83074,27592,Vanna Schneider,622.6,5,117.2,,0,0.00
Aspen Galloway,5341173046630796,919,,21023 East Carson City Ct.,Ontario,USA,261942,Nayda@purus.net,Aspen *Galloway,617-874-3969,NJ,22895,22895,Aspen Galloway,3285.2,3,1030.7,,1,0.00
Conan Duffy,5556441070109064,222,,41601 East American Samoa Ave.,Ketchikan,USA,327630,Shad@risus.net,Remedios *Duffy,489-597-3240,TN,59219,7454,Conan Duffy,3435,4,858.8,,0,0.00
Stephen Estes,6011773212086033,423,,17798 West Oman St.,Jackson,USA,968487,Dalton@suscipit.com,Emily *Good,815-226-1562,KY,20164,490,Stephen Estes,784.4,4,185,,0,0.00
Wade Potts,5438873885178310,220,,18054 North Chad Way,Trenton,USA,148409,Faith@iaculis.org,Wade *Potts,037-419-7140,CA,20215,20215,Wade Potts,339.5,3,107,0,1,0.00
Alyssa Sparks,4485899486646384,921,,54682 South Singapore Ln.,Henderson,USA,763592,Jin@euismod.gov,Noel *Everett,096-300-6657,NY,9997,31529,Alyssa Sparks,,0,,,0,0.00
Sandra Spears,5157199117360750,421,,46305 West Albania Ln.,Charleston,USA,107358,Adele@sodales.com,Nell *Madden,908-338-6935,CO,74822,73178,Sandra Spears,4056.6,8,477.2,,0,1.00
Jared Leon,6011435559983491,919,,80255 West Qatar Blvd.,Chelsea,USA,978829,Remedios@fermentum.com,Desiree *Wilson,480-260-8143,VA,39414,90805,Jared Leon,535.5,2,252,,0,0.00
Lisandra Wagner,342627131898097,920,,59199 North Bolivia Blvd.,Ruston,USA,829199,Zephr@varius.org,Lisandra *Wagner,183-302-5792,NM,91997,91997,Lisandra Wagner,1785,5,336,,1,0.00
Cole Vaughn,5213918374932429,919,,49635 North Cambodia Ln.,Bay City,USA,87192,Ulric@feugiat.us,Cole *Vaughn,356-358-8586,KS,2643,2643,Cole Vaughn,2120.8,7,285.1,0,1,0.00
Jacob Jenkins,5153584060064851,522,,2292  French Southern Territories Ave.,Pullman,USA,345811,Naida@velit.net,Jacob *Jenkins,613-926-2744,ME,50466,50466,Jacob Jenkins,1018.6,5,190.4,0,1,1.00
Demetrius Tillman,4532979109925317,519,,12316 South Cedar Falls Ln.,Greenfield,USA,390475,Amy@porttitor.com,Demetrius *Tillman,209-474-3600,VT,67692,67692,Demetrius Tillman,2295,3,720,,1,0.00
Tanner Garcia,5342355568661098,522,,29867 South Denver Ct.,Harrisburg,USA,88305,Gloria@tempus.com,Tanner *Garcia,083-042-7196,PA,11855,11855,Tanner Garcia,480.2,3,150.7,0,1,0.00
Ryder Tillman,4929368050930230,920,,59154 North Swaziland Blvd.,Durango,USA,634651,Cairo@velit.com,Willow *Meadows,107-680-1701,ME,6569,15828,Ryder Tillman,116.9,2,55,,0,0.00
Drew Rosario,4024007125984681,120,,3050 North Hong Kong Ct.,Frederiksted,USA,504620,Burton@viverra.net,Tallulah *Joyce,911-014-4231,TN,90315,38577,Drew Rosario,565.2,5,106.4,,0,1.00
Raymond Stone,4532615093633612,1022,,57488 North Brockton Ave.,West Memphis,USA,721593,Moana@volutpat.net,Kasimir *Howe,486-999-0854,WI,55100,79610,Raymond Stone,352.8,3,110.7,,0,0.00
Finn Conway,378205172073073,221,,93412 West Bakersfield Ct.,Norwich,USA,810519,Lillith@erat.org,Kirk *George,555-715-4488,CO,24386,35103,Finn Conway,214.6,2,101,,0,0.00
Martena Burt,343632728628641,423,,66504 West Monterey Way,Monroe,USA,921980,Alan@suscipit.edu,Brandon *Henson,810-441-6929,ID,78958,77901,Martena Burt,606.7,4,142.8,,0,0.00
Nicholas Delaney,4539117354675666,718,,75431 North El Monte Ave.,Hornell,USA,390072,September@nisl.org,Nicholas *Delaney,659-504-4769,MO,71276,71276,Nicholas Delaney,1279.3,7,166.1,0,1,0.00
Igor Soto,4024007164249723,1021,,13087 East Marshall Islands Ct.,Salisbury,USA,714612,Jermaine@semper.org,Igor *Soto,832-570-7523,MS,83661,83661,Igor Soto,3503.3,2,1652.5,0,1,0.00
Amaya Perez,5383991892632544,1020,,30526 North Bristol Ave.,Champaign,USA,61928,Connor@amet.edu,Amaya *Perez,613-807-0790,KY,19118,19118,Amaya Perez,1960.2,2,907.5,0,1,1.00
Ryan Chan,4485607487253385,221,,77044 West Canada Ln.,Sault Ste. Marie,USA,587423,Sara@felis.com,Octavius *Madden,571-043-6690,VT,21247,99432,Ryan Chan,861.7,3,270.3,,0,0.00
Kiona Carter,4916913699920103,322,,13045 West Danbury Ln.,Eau Claire,USA,581193,Upton@blandit.com,Kiona *Carter,449-628-1916,NY,84382,84382,Kiona Carter,3261.9,2,1535,,1,1.00
Paul Mendez,5354174911609687,1123,,49894  Iceland Way,Scranton,USA,306883,Tasha@consectetuer.edu,Natalie *Hamilton,094-381-1071,MT,80448,84602,Paul Mendez,7771.7,7,1068.6,324.1,0,0.00
Dalton Maxwell,4310358426895784,822,,23743 West Liberia Ct.,Woburn,USA,743904,Vivian@Maecenas.com,Mari *Workman,969-926-5117,OH,57654,29781,Dalton Maxwell,573.8,3,180,,0,0.00
Isabelle Mcdowell,5111183926318311,519,,80880 East China Ct.,Allentown,USA,258392,Ashely@Cras.us,Isabelle *Mcdowell,975-455-3016,GA,1806,1806,Isabelle Mcdowell,1519.4,3,476.7,0,1,0.00
Martina Watkins,379391788719926,723,,4204 West Jamaica Ave.,Charlottesville,USA,901976,Kermit@purus.us,Destiny *Pacheco,660-453-8923,MN,98153,12375,Martina Watkins,239.1,2,112.5,,0,0.00
Charity Ochoa,5111422969045831,621,,96090 North Gilbert Blvd.,Somerville,USA,262767,Tanisha@ad.net,Anjolie *Page,728-998-0603,NJ,26655,64747,Charity Ochoa,456.9,2,215,,0,0.00
Hamilton England,344478862379487,622,,65908 South Egypt Ct.,Kingsport,USA,837944,Hayes@volutpat.edu,Hamilton *England,942-615-3889,FL,13774,13774,Hamilton England,3782.2,3,1167.3,0,1,0.00
Aphrodite Mcclain,346684674454974,422,,57760 North French Southern Territories Blvd.,Moreno Valley,USA,837792,Ashely@Nam.com,Hakeem *Dejesus,378-844-6946,ME,91328,93343,Aphrodite Mcclain,2594.2,3,793.3,,0,0.00
Sonya Dalton,5157320798962603,619,,67302  Suriname Ln.,New Orleans,USA,123699,Uta@orci.org,Sonya *Dalton,493-439-3713,CO,22699,22699,Sonya Dalton,7120.9,4,1675.5,,1,0.00
Shafira Meyers,4532462001933804,320,,'2483  Tanzania, United Republic of Ct.',Oklahoma City,USA,394808,Charissa@suscipit.net,Shafira *Meyers,468-637-5019,KY,10256,10256,Shafira Meyers,1290.9,2,607.5,0,1,1.00
Conan Patton,4998903184455245,1119,,39380 South Chad Blvd.,Taunton,USA,778548,Reese@ullamcorper.gov,Emmanuel *Diaz,687-131-2982,ME,2838,4569,Conan Patton,389.5,3,121.3,,0,0.00
Dante Hamilton,4916757990794950,921,,83447 East Chile Way,Saint Joseph,USA,568167,Maxine@ut.org,Dante *Hamilton,367-949-9178,VT,21287,21287,Dante Hamilton,3254.2,2,1535,0,1,1.00
Forrest Santana,5575591424320705,419,,4830  Jamaica Ave.,Zanesville,USA,191350,Elton@tellus.gov,Forrest *Santana,125-417-1757,TN,28451,28451,Forrest Santana,644.8,3,201.3,0,1,0.00
Russell Kramer,4485686620825606,820,,8226 South Bentonville Ln.,Stanton,USA,543931,Kylie@auctor.org,Marcia *Jefferson,753-999-4041,WV,89003,19522,Russell Kramer,131.3,3,40.7,2203.6,0,0.00
Ina Garner,5259889114816393,520,,9876 South Austin Ct.,Kingsport,USA,62165,Barbara@congue.net,Ina *Garner,637-264-0175,OK,96665,96665,Ina Garner,553.6,3,173.7,,1,1.00
Madonna Ellis,5372614307079217,721,,65916 North Brunei Darussalam St.,Boulder City,USA,218140,Josephine@tempus.org,Madonna *Ellis,301-543-0764,ND,20800,20800,Madonna Ellis,733.1,4,172.5,,1,0.00
Noah Leon,4716340098912618,1120,,73452 South Delta Junction Ave.,Effingham,USA,485382,Bevis@Cras.com,Aaron *Davidson,668-277-8004,CO,66097,31037,Noah Leon,1666.2,3,516.7,852.1,0,1.00
Cruz Black,4716678737782292,1020,,43900 North Macao Ln.,Eugene,USA,627657,Alexandra@gravida.com,Cruz *Black,891-313-7148,NY,76302,76302,Cruz Black,914.7,5,169,0,1,0.00
Camden Patel,4465442214352548,720,,55756 North South Georgia and The South Sandwich Islands Ln.,Williamsport,USA,444880,Shea@nunc.edu,Leigh *Estes,860-682-4954,MT,74844,66028,Camden Patel,3619.7,2,1670,,0,1.00
Lewis Mcintosh,4539639376657091,223,,50707 North British Indian Ocean Territory Ave.,Williamsburg,USA,536207,Duncan@mauris.net,Damon *Bass,278-923-1251,PA,30923,61436,Lewis Mcintosh,1498.1,2,705,,0,0.00
Xena Velasquez,4916046715219471,619,,55735 North Comoros Ave.,Princeton,USA,533809,Ulysses@in.net,Xena *Velasquez,595-467-1264,IA,49248,49248,Xena Velasquez,1222.2,7,164.7,0,1,0.00
Paula Zimmerman,5386241288742979,222,,98700 South Viet Nam St.,Pico Rivera,USA,62262,Avye@placerat.edu,Paula *Zimmerman,382-137-5017,WI,52594,52594,Paula Zimmerman,1300,2,607.5,0,1,1.00
Herman Wilkerson,4976493432641602,518,,56648  Belize Ln.,Vernon,USA,356052,Palmer@penatibus.us,Herman *Wilkerson,659-598-7595,DC,80188,80188,Herman Wilkerson,382.5,3,120,,1,0.00
Heidi Vasquez,4716014809282906,1021,,3348  Georgia Way,Hammond,USA,508866,Berk@suscipit.net,Shannon *Bush,699-208-7987,NY,43216,97596,Heidi Vasquez,,0,,,0,0.00
Tad Green,5336652226971259,619,,65070 North Batavia Ct.,Camden,USA,328727,Marsden@mauris.us,Abdul *Charles,543-391-2930,ID,29682,53433,Tad Green,2049.1,4,478.8,,0,1.00
Yasir Cole,4018709996104525,220,,87365 West Rwanda Ct.,Riverton,USA,544393,Irma@pede.org,Derek *Sharp,184-792-8712,NY,56475,61089,Yasir Cole,256.5,2,120,341.3,0,0.00
Zachary Salazar,5559981376443375,821,,57074  Guam Ave.,Yuma,USA,318813,Nathan@nisi.edu,Griffin *Slater,410-570-3605,NM,46503,28830,Zachary Salazar,935,3,293.3,,0,0.00
Tate Frost,4929173354410487,119,,38803 South Cudahy Blvd.,Palo Alto,USA,376592,Trevor@dapibus.com,Tanisha *Fletcher,703-651-9580,NY,59771,82211,Tate Frost,322,2,161,,0,0.00
Destiny Hamilton,4024007125565100,718,,97987 North Bolivia Blvd.,Corpus Christi,USA,780001,Oleg@netus.us,Armando *Jenkins,161-067-2784,GA,90554,51112,Destiny Hamilton,3453.1,2,1625,,0,1.00
Rana Odonnell,341583704339905,1219,,65801 South Qatar Blvd.,Tupelo,USA,864267,Reed@libero.net,Rana *Odonnell,653-186-0811,IA,88263,88263,Rana Odonnell,2361,3,743.3,0,1,0.00
Iona Parsons,5391402317602930,921,,21372 West New Caledonia Way,Toledo,USA,144092,Burton@velit.org,Kevyn *Santos,349-116-0636,WV,18249,52433,Iona Parsons,238.5,2,112.5,,0,0.00
Adrienne Lynch,4539227513563859,1122,,74545 North City of Industry Ln.,Brookings,USA,558980,Kelly@a.gov,Adrienne *Lynch,043-457-1447,NE,2838,2838,Adrienne Lynch,3554.5,2,1661,0,1,0.00
Alexis Kidd,4929651176567006,320,,27635  Ukraine St.,Dearborn,USA,581707,Jacob@magnis.com,Xantha *Peterson,966-080-1076,TX,41214,72100,Alexis Kidd,3844.6,3,1209,,0,0.00
Iliana Ellison,370315455032072,119,,82079 South Blacksburg Ln.,Edina,USA,830140,Francis@Nullam.net,Iliana *Ellison,337-386-4822,MO,79541,79541,Iliana Ellison,935,3,293.3,0,1,0.00
Barry Flores,6011450089343892,920,,54050 South Cypress Ct.,Liberal,USA,986790,Pearl@parturient.gov,Rhea *Hartman,185-966-6940,VT,297,54347,Barry Flores,191.2,2,90,,0,0.00
Joel Travis,6011555486912444,620,,60582 West Vanuatu Way,Leominster,USA,995926,Patience@primis.edu,Cruz *Lewis,509-148-8262,OR,53281,86960,Joel Travis,2156.9,3,676.7,,0,0.00
Kennan Bolton,4916850383242727,422,,27192  Clearwater Way,Altoona,USA,610084,Freya@In.edu,Kennan *Bolton,828-966-8898,WV,36650,36650,Kennan Bolton,1279.2,2,602,,1,1.00
Cyrus Hines,4929249901942113,319,,80359 South Armenia Ln.,Harrisburg,USA,613789,Idona@nisl.org,Cyrus *Hines,221-408-5179,RI,39576,39576,Cyrus Hines,1958.1,2,915,0,1,0.00
Jocelyn Frazier,4532430528031352,123,,14598 North Canada St.,Norton,USA,545372,Francis@risus.org,Jocelyn *Frazier,699-386-3261,UT,43615,43615,Jocelyn Frazier,2531.1,5,472,0,1,1.00
